CSFId,CSF
47955,01 keep black
47956,Aka
47957,Tatami
47958,Origami
47959,Silk
47960,Ume
47961,Sakura
47962,Tsubaki
47963,Obi
47964,Adzuki
47965,Bamboo
47966,Haiku
47967,Almost Famous
47968,Make Moves
47969,Nailed It
47970,No Drama
47971,Yes Weekend
47972,Bold
47973,Seduced
47974,Tease
47975,Bitten
47976,Bombshell
47977,Naughty
47978,Pulse
47979,Rebel
47980,Runway
47981,Flash
47982,Glow
47983,Ignite
47984,Lights
47985,Mesmerize
47986,Spark
47988,Camel Brown
47989,Royal Olive
47990,True Night
47991,Yellow Lighten
47992,Bright Daisy Friyay
47993,Energizing Acai Berry Namaslay
47994,Insta-Love Wild Violet
47995,Soothing Lavender Dream
47996,Bombshell Nights
47997,Bombshell
47998,Love
47999,Tease
48000,Man Ray Anita
48001,Margot
48002,Isabella
48003,Vibeke
48004,Ady
48005,Ardon
48006,Jane
48007,Dolores
48008,Man Ray Fetishized
48009,Man Ray Debauched
48010,Man Ray Montparnasse
48011,Crybaby
48012,Heartbreaker
48013,Loverboy
48014,One and Only
48015,Tryst
48016,Vengeance
48017,Dirty Talk
48018,Dominant
48019,Ladykiller
48020,Long Game
48021,Momentum
48022,Play Me
48023,Rendezvous
48024,Submissive
48025,Your Move
48026,Surreal
48027,Man Ray Double Take
48028,Man Ray Off Limits
48029,Man Ray Zambeze
48030,Man Ray Muse
48031,Man Ray Nagoya
48032,Man Ray Santiago
48033,Spell Bound
48034,Toundra
48035,Wild Ways
48036,Deep Throat
48037,Hot Sand
48038,Baby K
48039,Joyce
48040,Montaigne
48041,Go Girl
48042,Sonoran
48043,Freckle
48044,French Tulips
48045,Mediterranean Blue Waters
48046,Raspberry Ros�
48047,Springtime in Paris
48048,Waterlily & Lilac
48049,001 - SUGAR GLAZE
48050,002  - STRAWBERRY BONBON
48051,004 - CHERRY GUM
48052,003 - ORANGE LOLLIPOP
48053,005 - WATERMELON FIZZ
48054,006 - APPLE TAFFY
48055,015 - SCARLET STEEL
48056,018 - PLUM TITANIUM
48057,025 - PINK NICKEL
48058,028 - FUCHSIA CHROME
48059,038 - RUSSET COPPER
48060,031 - ROSE GOLD
48061,018 CYPRUS BEGONIA
48062,021 CALIFORNIAN ROSE
48063,023 LISBON FREESIA
48064,033 VIENNA TULIP
48065,035 TUSCANY LILY
48066,ACAI-BLUEBERRY-DRAGON FRUIT
48067,COCONUT-CARROT-PASSION FRUIT
48068,RASPBERRY- GINGER- BEETROOT
48069,"01 LIGHT BROWN( MASCARA,WAX, POWDER)"
48070,"02 MEDIUM BROWN (MASCARA,WAX , POWDER)"
48071,Cabana Breeze
48072,Liquid Sunshine
48073,Poolside Pop
48074,Beautiful Day
48075,Bergamot Waters
48076,Black Cherry Merlot
48077,Endless Weekend
48078,Eucalyptus Mint
48079,French Lavender
48080,Golden Sands
48081,Island Papaya
48082,Japanese Cherry Blossom
48083,Kitchen Lemon
48084,Peach Bellini
48085,Saltwater Breeze
48086,Seaside Citrus
48087,Warm Vanilla Sugar
48088,Acai Berry
48089,Almond Milk
48090,Fragrance Free
48091,Rose Water
48098,Bright Autumn Blooms
48099,Champagne Apple & Honey
48100,Marshmallow Pumpkin Latte
48101,Salted Caramel Apricot
48102,Spiced Pumpkin Cider
48103,Steel
48104,Pewter
48105,Purple
48106,Emerald
48107,Hue-mor Me
48108,Hue Better Run For Your Life
48109,My Sketch Pad Or Yours
48110,It Will All Bosch Over
48111,Hit A Homer Run
48112,That's Your Perspective
48113,Let's Gogh!
48114,Always A Critic
48115,State of the Art
48116,Monet a Trois
48117,First Impressionism
48118,For the Holl of It
48119,Don't Be So Ansel
48120,Lilac Lithograph
48121,What a Relief
48122,Keepin' It Realism
48123,Amber & Argan
48124,Birch & Argan
48125,Chestnut & Argan
48126,Not Your Boo! Spooky Peach
48127,Scary Berry
48128,Wicked Plum
48129,Shade 4
48130,4
48131,Amethyst
48132,Halo
48133,Soleil
48134,Celestial
48135,Magic
48136,Moonstone
48137,Mirage
48138,Lunar
48139,Aurora
48140,ASH BROWN
48141,AUBURN
48142,GREY
48143,RICH BROWN
48144,TAUPE
48145,FROZEN
48146,CANDY STICK
48147,T01 Porcelaine lumi�re
48148,T02 P�tale lumi�re
48149,T03 Cr�me lumi�re
48150,T04 Beige lumi�re
48151,T05 Sable lumi�re
48152,T06 Camel lumi�re
48153,T07 P�che lumi�re
48154,52 Dark Purple
48155,55 Tender Love
48156,57 Dare to be Pink
48157,56 Rock & Purple
48158,53 Cedar Wood
48159,54 Autumn Wind
48160,78 Chili Pepper
48161,67 Pink Haze
48162,79 Soft Coral
48163,102 Lavender Purple
48164,85 Rosewood
48165,72 Alter-ego
48166,76 Blaze of Glory
48167,83 Cinder Rose
48168,74 Vanilla Cream
48169,100 Mysterious Plum
48170,96 Red Velvet
48171,99 Purple Red
48172,97 Red Desert
48173,84 Rose Redux
48174,92 Flaming Flamingo
48175,101 Plum Aurora
48176,88 Fearless Fuchsia
48177,98 Auburn Prestige
48178,103 Violet Vertigo
48179,104 Stone Blue
48180,91 Indian Pink
48181,80 Honeymoon
48182,95 Electric Ruby
48183,73 Glowing Beige
48184,86 English Rose
48185,69 Hippy Pink
48186,90 Sunrise Pink
48187,66 Skin-deep
48188,94 Cherry Moon
48189,87 Very Vintage
48190,68 Candy Love
48191,70 First Date
48192,71 Pink Cashmere
48193,75 Warm Nude
48194,77 Desert Sand
48195,81 Daydreaming
48196,82 Warm Kiss
48197,93 French Lover
48198,113 Desert Rose
48199,109 Pink Lollipop
48200,59 Bronze Icon
48201,63 Golden Party
48202,62 Gold Copper
48203,106 Sun Stone
48204,107 Vibrant Rosewood
48205,115 Fancy Peach
48206,65 Silver Stars
48207,60 Audacious Emerald
48208,64 Metallic Cherry
48209,111 Smoky Quartz
48210,108 Pink Diamond
48211,61 Frosted Rose
48212,105 Cosmic Purple
48213,116 Galactic Blue
48214,58 Voluptuous Burgundy
48215,110 Blazing Sun
48216,112 Red Magma
48217,114 Poisonous Kiss
48218,L47 Cross the line
48219,140 Enchanted world
48220,L178 Rose bouquet
48221,L179 Flirting game
48222,L180 Miss or Madam?
48223,141 I'm a princess
48224,L04 Strawberry macaron
48225,L120 Romantic date
48226,L181 Be a unicorn
48227,L183 Join me in NY
48228,L128 Lavender field
48229,L127 Loosing control
48230,L126 Time to rock
48231,L44 Resist to temptation
48232,L149 Private boudoir
48233,L189 Lady luck
48234,L118 Enjoy the sunset
48235,L129 Lilac fantasy
48236,L104 Way to heaven
48237,L131 Bikini party
48238,"L132 Sea, sun and fun"
48239,L190 After-work drink
48240,L153 Blue suede shoes
48241,62 Full moon party
48242,L192 Winter spirit
48243,L193 Bikers trip
48244,L194 Late night out
48245,L76 Black lace
48246,145 Glitter moon
48247,L147 Peach blossom
48248,L02 Under the covers
48249,L43 It girl
48250,L03 Sugar coated
48251,L191 Into the wild
48252,L182 Mama's angry
48253,L185 Parisian show
48254,72 Girls night out
48255,L121 Road to love
48256,L188 Orange rocks!
48257,L119 Save the date
48258,L186 Endless kiss
48259,L41 Cherry popsicle
48260,176 Silk dreams
48261,L35 Jealous
48262,L187 So cute!
48263,L138 Cookie break
48264,L158 Sweet summer tan
48265,L177 You're so precious
48266,L115 Secret admirer
48267,01 - Universal Light
48268,02 - Universal Deep
48269,03 - Universal Dark
48270,CE SOIR ON SORT - LET�S HAVE FUN
48271,REVEIL MATIN - MORNING ZEST
48272,PLONGEON DE NUIT - MOONLIGHT SWIM
48273,ROULER DANS L'HERBE - ROLLING IN THE GRASS
48274,BATAILLE D'OREILLER - PILLOW BATTLE
48275,AU SOLEIL - BEACH VIBES
48276,INTENSE COFFE COLLECTION
48277,SPICY LATTE COLLECTION
48278,10 - Ivoire / Ivory
48279,31 - Amande / Almond
48280,36 - Ambr� / Amber
48281,38 - Cannelle / Cinnamon
48282,16 - Lin / Linen
48283,40 - Noisette / Hazelnut
48284,26 - P�che / Peach
48285,35 - Bronze / Bronze
48286,30 - Sable / Sand
48287,55 - Cacao / Cocoa
48288,20 - Cr�me / Cream
48289,21 - P�tale / Petal
48290,24 - Vanille / Vanilla
48291,25 - Beige / Beige
48292,33 - Noix / Walnut
48293,DARK SIDE
48294,OCEAN WAVES
48295,TAN LINES
48296,COCONUT
48297,SANDBAR
48298,BEACHWALK
48299,SUNNY DAY
48300,SPLASH!
48301,05 Porcelaine
48302,27 Beige abricot�
48303,08 Ivoire clair
48304,20185A
48305,30090A
48306,10186A
48307,50036A
48308,20176A
48309,20185A
48310,80401A
48311,20186A
48312,80516A
48313,70078A
48314,80517A
48315,80518A
48316,Red
48317,Purple
48318,Yellow
48319,Blue
48320,Pink
48321,Purple
48322,Yellow
48323,Green
48324,Blue
48325,FDA12005TR01RZ
48326,001
48327,BK 001
48328,BK 001
48329,BK 001
48330,BR 301
48331,BR 301
48332,BR 302
48333,BR 303
48334,GY 002
48335,340 Jump Into the Mud
48336,336 Velvet Cake
48337,329 Be Chic
48338,341 Magnolia Garden
48339,331 Hot Choco
48340,345 Go Wild
48341,368 Vampire Lovers
48342,349 Starry Night
48343,348 Catch the Moon
48344,354 Bonfire
48345,350 A Cup of Coffee
48346,338 Radiant Sand
48347,364 Cherry Blossom
48348,335 Dear Cactus
48349,323 Stars of the Universe
48350,342 Cotton Candy
48351,334 Fairy Dusty
48352,359 Antique Copper
48353,330 Mystic Queen
48354,344 Make a Wish
48355,365 Glazed Donut
48356,N�204 Under the Cover
48357,N�203 Wedding Day
48358,N�283�What�happens�in�Vegas�
48359,N�221 Hawaiian Beach
48360,N�260 Sweet Candy
48361,N�281 Satin Corset
48362,N�219 Fairytale Romance
48363,N�258 Smell of Roses
48364,N�227 Romantic Comedy
48365,N�232 Girl Talk
48366,N�285 Tahitian Pearl
48367,N�211 Blonde Ambition
48368,N�216 Girls Night Out
48369,N�234 Fairy Princess
48370,N�257 No Place like Home
48371,N�268 Let's Dance
48372,N�223 Hippie Girl
48373,N�298 Tiramisu
48374,N�297 Choco Excess
48375,N�225 Morning freshness
48376,N�275 Sir Yes Sir
48377,N�277 Stadium Fever
48378,N�210 Sunset at the Beach
48379,N�237 Good Vibes
48380,N�236 Getaway
48381,N�254 Diving In
48382,N�291 Copper Rush
48383,328 Natural Beauty
48384,361 Unicorn Dust
48385,337 Dark Ocean
48386,343 In the Woods
48387,333 Ice Queen
48388,352 Mocha Latte
48389,339 Sweet Brownie
48390,332 Flawless
48391,324 Morning Sunrise
48392,360 About last Night
48393,327 Sand Dunes
48394,353 Chou � La Cr�me
48395,351 Golden Marshmallow
48396,346 Hurricane Wave
48397,347 Wild Island
48398,358 Day Dream
48399,355 Be a Superstar
48400,356 Sweet Lollipop !
48401,363 Secret Garden
48402,367 Shooting Star
48403,362 Twinkle Twinkle
48404,326 Let's Party
48405,357 Glitter Dress
48406,217 Walking in the Sand
48407,229 Scented candle
48408,294 Brown diamonds
48409,259 Strawberry Macaroon
48410,205 Ballet Shoes
48411,292 Hollywood calling
48412,201 Let It snow
48413,207 Lazy Afternoon
48414,302 Roasted Chestnut
48415,206 Secret Boudoir
48416,282 My Dear Nude
48417,299 Coffee Break
48418,304 Black Lace
48419,301 Tree Hugger
48420,220 Lucky Penny
48421,253 Surfin USA
48422,318 Very Bad
48423,01 - Clear
48424,02 - Light/Blonde
48425,04 - Deep/Bronze
48426,1
48427,2
48428,3
48429,19
48430,20
48433,Free Soul
48434,Embrasse Moi
48435,Under Arrest
48436,Summer Fire
48437,Hell Gate
48438,Hot Tin Roof
48439,Oslo
48440,Mont Blanc
48441,Yukon
48442,Gobi
48443,Salzburg
48444,Deauville
48445,Vienna
48446,Fiji
48447,Punjab
48448,Patagonia
48449,Vallauris
48450,Santa Fe
48451,Sahel
48452,Stromboli
48453,Vanuatu
48454,Barcelona
48455,Valencia
48456,Aruba
48457,Syracuse
48458,Tahoe
48459,Moorea
48460,Huahine
48461,Cadiz
48462,Caracas
48463,Belem
48464,Macao
48465,Marquises
48466,Manaus
48467,New Caledonia
48468,Igua�u
48469,Namibia
48470,Zambie
48471,Mali
48472,Caf� con Leche
48473,Marron Glac�
48474,Tiramisu
48475,Sucre D'Orge
48476,Walnut
48477,Truffle
48478,Frioul
48479,Galice
48480,Berry
48481,Toasted
48482,Coral Red
48483,Natural
48484,BK 001
48485,BR 301
48486,BL 901
48487,PU 101
48488,RD 401
48489,BE 320
48490,RO 620
48491,RO 621
48492,BE 821
48493,BR 321
48494,PK 820
48495,RD 420
48496,Shade 11
48497,BE 350
48498,OR 250
48499,PK 853
48500,PK 850
48501,PK 851
48502,PK 852
48503,PU 150
48504,RD 450
48505,BR 301
48506,BR 302
48507,BE 385
48508,BE 388
48509,BE 386
48510,BE 387
48511,BR 383
48512,GR 780
48513,BE 390
48514,BE 391
48515,BR 384
48516,BE 392
48517,BR 381
48518,BR 389
48519,BE 882
48520,BL 980
48521,PK 885
48522,BL 981
48523,BL 982
48524,BR 380
48525,BR 382
48526,GD 081
48527,GD 082
48528,GR 781
48529,GY 080
48530,PK 880
48531,PK 883
48532,PK 884
48533,PU 180
48534,PU 181
48535,WT 083
48536,BE 352
48537,BE 354
48538,BE 859
48539,RD 457
48540,BE 854
48541,BE 857
48542,BE 858
48543,RD 453
48544,RD 455
48545,BR 353
48546,OR 250
48547,PK 850
48548,PK 855
48549,RD 454
48550,RO 650
48551,BR 355
48552,RD 456
48553,PK 851
48554,PK 852
48555,RD 450
48556,PK 853
48557,PK 856
48558,RD 451
48559,RD 452
48560,SP 050
48561,24K Blush Goldrush Apple & Gilded Rosewood
48562,Holo Glam Cocoa Blossom & White Musk
48563,Midnight Glow Black Bamboo & Star Lily
48564,Alluring
48565,Breathless
48566,Candied
48567,Cheeky
48568,Glam
48569,Glowing
48570,Irresistible
48571,Smitten
48572,Attitude
48573,Femme
48574,Forbidden
48575,Innocence
48576,Sultry
48577,Candymint
48578,Cinnamint
48579,Vanillamint
48580,"Candy, Baby"
48581,Caramel Kiss
48582,Haute Cocoa
48583,Indulgence
48584,Love Berry
48585,Mocktail Hour
48586,Plumstruck
48587,Punchy
48588,Strawberry Fizz
48589,Aqua Kiss
48590,Temptation
48591,Wicked
48592,Temptation
48593,Wicked
48594,Bare Nude
48595,Desert Rose
48596,Exotic Berry
48597,Nearly Nude
48598,Pink Dusk
48599,Ruby Red
48600,Violet Rose
48601,Darling
48602,Impulsive
48603,So Gorgeous
48604,Total Flirt
48605,NEFERTITI
48606,ANGELIC
48607,Caramel Cloud
48608,Crimson Breeze
48609,Rustling Rose
48610,Showering Sunset
48617,fresh coral
48618,pale pink
48619,clear
48620,dark
48621,medium
48622,light brown
48623,dark brown
48624,beige pink
48625,bronzing beige
48626,golden beige
48627,golden honey
48628,ivory
48629,ivory beige
48630,mahogany
48631,pink beige
48632,warm almond
48633,warm beige
48634,beige pink
48635,bronzing beige
48636,golden beige
48637,golden honey
48638,ivory
48639,ivory beige
48640,mahogany
48641,pink beige
48642,warm almond
48643,warm beige
48644,coral
48645,hazel sheer
48646,pink berry
48647,plum glow
48648,sunset pink
48649,vintage rose
48651,SHADE 1 - FAIR
48652,SHADE 2
48653,SHADE 3 -LIGHT/MEDIUM
48654,SHADE 4 - MEDIUM
48655,SHADE  5 - TAN
48656,SHADE 6 - DARK TAN
48657,SHADE 7 - DARK TAN
48658,Highlighter
48659,Blush
48660,Highlighter
48661,Blusher
48662,REFRESH ROSE
48663,Blue Pink
48664,Burgundy
48665,Hazel Red
48666,Nude Beige
48667,Nude Peach
48668,Nude Pink
48669,Pink Chestnut
48670,Pink Coral
48671,Pure Red
48672,Tangerine Red
48673,Frash Coral
48674,Hot Pink
48675,Plum
48676,Vibrant Red
48677,Hot Coral
48678,Pebble Stone
48679,Banyu Blue
48680,Charcoal
48681,Dark Grey
48682,Dutchess Beige
48683,Light Pink
48684,Vintage Pink
48685,Peach Glow
48686,Soft Pink
48687,Terra
48688,Bronze
48689,Natural
48690,Greyish & Blue
48691,Aubergine & Nude
48692,Frost & Lilac
48693,Pink & Safari
48694,Salmon & Taupe
48695,Terra & Gold
48696,Peach
48697,Pink Brown
48698,Black
48699,Bronze Taupe
48700,Brown
48701,Dark Purple
48702,Jungle
48703,Moon
48704,MUSK
48705,AMBER
48706,DESERT SAND
48707,EDEN
48708,BLAZING
48709,MUSK
48710,AMBER
48711,DESERT SAND
48712,EDEN
48713,BLAZING
48714,AMETHYST
48715,TURKISH DELIGHT
48716,ROYAL
48717,NEFERTITI
48718,CASHMERE
48719,ANGELIC
48720,CELESTIAL
48721,TWILIGHT
48722,MILKSHAKE 100B
48723,ANGEL FOOD 110N
48724,VANILLA 120B
48725,PANNA COTTA 130G
48726,CASHEW 140G
48727,CR�ME BRUL�E 150B
48728,SHORTBREAD 200B
48729,CHAI 210B
48730,CUSTARD 220N
48731,MACAROON 230N
48732,TOASTED COCONUT 240N
48733,CHEESECAKE 250G
48734,LATTE 300N
48735,AMARETTI 310G
48736,TRES LECHES 320G
48737,BUTTER PECAN 330N
48738,BAKLAVA 340G
48739,DULCE DE LECHE 350G
48740,MACCHIATO 400G
48741,BROWN SUGAR 410G
48742,TOFFEE 420G
48743,GINGERBREAD 430N
48744,CINNAMON 440G
48745,CHOCOLATE MOUSSE 450G
48746,MOCHA 500G
48747,COCOA 510R
48748,NUTMEG 520G
48749,COFFEE BEAN 530R
48750,CHOCOLATE TRUFFLE 540G
48751,HOT FUDGE 550R
48752,SANDALWOOD
48753,HENNA
48754,COCO
48755,SUEDE
48756,BAE
48757,SHY
48758,FLAMINGO
48759,MOON DUST
48760,GOLD CARAT 117
48761,RUST BRONZE 140
48762,HOLOGRAPGHIC PLATINUM 700
48763,02 Yellow/Dullness
48764,07 Lavender/Sallowness
48765,03 Pink/Brightness
48766,04 Peach/Light
48767,06 Orange/Deep
48768,05 Melon/Medium
48769,01 Green/Redness
48770,01 My Seychelles Cruise clair
48771,02 A Trip to Haiti moyen
48772,03 Bahamas Sunset fonc�
48773,FLING
48774,#BLESSED
48775,COCONUT
48776,DARK SIDE
48777,OCEAN WAVES
48778,TAN LINES
48779,SANDBAR
48780,BEACHWALK
48781,SUNNY DAY
48782,SPLASH!
48783,TRUST FUND
48784,DUBAI
48785,ROSE GOLD
48786,PILLOW BATTLE
48787,LET'S HAVE FUN
48788,ROLLING IN THE GRASS
48789,BEACH VIBES
48790,MORNING ZEST
48791,MOONLIGHT SWIM
48792,ANGELIC
48793,24K
48794,FIJI
48795,ZANZIBAR
48796,TAHITI
48797,SEYCHELLES
48798,N�6 Natural Look
48799,N�1 Perfect Nude
48800,N�3 Rose Petal
48801,N�2 Deep Rose
48802,N�12 Neo Coral
48803,N�13 Fun Flamingo
48804,N�18 Red Velvet
48805,N�20 Cotton Floss
48806,N�8 Glossy Cherry
48807,N�17 Browny Touch
48808,N�25 Melted Pink
48809,N�21 Fresh Peach
48810,N�22 Baby Doll
48811,N�5 Bubble Gum
48812,N�7 Pink Crystal
48813,N�9 Soft Fuchsia
48814,N�10 Flashy Day
48815,N�11 Cupid Love
48816,N�15 Dark Nude
48817,N�16 Red Sand
48818,N�19 Marshmallow
48819,N�23 Autumn Mood
48820,N�24 Precious Ruby
48821,N�27 Mystic Pink
48822,N�26 Rock Purple
48823,CAPRI
48824,SANTORINI
48825,AZORES
48826,IBIZA
48827,SAINT TROPEZ
48828,COPACABANA
48829,MALIBU
48830,MYKONOS
48831,FROSTED KISS
48832,NORTHERN LIGHTS
48833,ARTIC GLOW
48834,WINTER ROSE
48835,CRUSH
48836,GIRLFRIEND
48837,WIFEY
48838,SUGAR MAMA
48839,TRENSETTER
48840,FLIRT
48841,SPICE GIRL
48842,VIXEN
48843,HEARTBREAKER
48844,MATERIAL GIRL
48845,SHOWGIRL
48846,FAMOUS
48847,GOSSIP GURL
48848,TROPHY WIFE
48849,ICON
48850,SOCIALITE
48851,VENUS
48852,BOMBSHELL
48853,FLIRT
48854,TRENDSETTER
48855,MATTE (A5-1)
48856,MATTE (A7-1)
48857,MATTE (A1-1)
48858,MATTE (A4-1)
48859,MATTE (A3-1)
48860,MATTE (A6-1)
48861,FOIL (A8-1)
48862,FOIL (A2-2)
48863,FOIL (A1479)
48864,BURGUNDY (F3-1)
48865,CAMEL (C1-1)
48866,BRICK (C3-1)
48867,BROWN (C5-1)
48868,PALE BEIGE (E1-1)
48869,PEACH (F1-1)
48870,LIGHT CAMEL (F2-2)
48871,HENNA (C2-1)
48872,COPPER (C8-1)
48873,MATTE (F4-1)
48874,MATTE (D1-1)
48875,MATTE (C6-1)
48876,MATTE (C4-1)
48877,FOIL (D3-1)
48878,FOIL (D4-4)
48879,FOIL (D5-1)
48880,FOIL (D5-1)
48881,FOIL (D2-1)
48882,Bare Affair
48883,Hotwired Pink
48884,21
48885,24
48886,23
48887,25
48888,Aeryn Sun
48889,Bionic
48890,Elektra
48891,Haedus
48892,Rave
48893,Tonic
48894,Lili
48895,Lou
48896,Daria
48897,Nina
48898,Lara
48899,Tatiana
48900,I
48901,II
48902,III
48903,Cherry Bomb
48904,Hot Blooded
48905,Biarritz
48906,Delirium
48907,Fallen Star
48908,La La
48909,Mendoza
48910,Satisfaction
48911,Seven Heaven
48912,Shadow Hill
48913,Shooting Star
48914,Temptress
48915,Wicked Game
48916,FIJI
48917,MACADAMIA
48918,WATERMELON
48919,BANANA
48920,KIWI
48921,trance
48922,new wave
48923,stardust
48924,gold
48925,Mermaid Life Ocean Breeze
48926,Pink Pineapple Shell Yeah
48927,Soothing Lavender Zen Out
48928,Tropic Berry For Shore
48929,Vanilla Sugar Unicorn Vibes
48930,Golden Tan
48931,Bronze Goddess
48932,01 - MAT PORCELAIN
48933,02 - MAT SHELL
48934,03 - MAT SAND
48935,04 - MAT BEIGE
48936,05 - MAT HONEY
48937,06 - MAT GOLD
48938,07 - MAT GINGER
48939,08 - MAT AMBER
48940,00 - Mat Ivory
48941,09 - Mat Cinnamon
48942,10 - Mat Mocha
48943,3.5 - Mat Vanilla
48944,Call My Blush
48945,Pretty in Pink
48946,Strike A Rose
48947,That Peach Tho
48948,Bellini Brunch
48949,Let's Go Nude
48950,On the Mauve
48951,You Had Me At Merlot
48952,Pink Me Up
48953,Peachy Keen
48954,Beige for Days
48955,"But First, Coffee"
48956,05 Peach Sorbet
48957,04 Cotton candy
48958,03 Blackberry
48959,02 Cr�me br�l�e
48960,01 Caramel
48961,01 Surnatural Blush
48962,03 Mauve Spririt
48963,04 Daydreamer
48964,05 Sunset Mirage
48965,06 Sunshine Pink
48966,07 Carmine Elixir
48967,08 Red Potion
48968,09 Fantastic Pink
48969,10 Black Cherry
48970,11 Dark Plum
48971,02 Navy Blue ON !
48972,04 Green ON !
48973,05 Violet ON !
48974,03 Turquoise ON !
48975,01 Black ON !
48976,01 Sunlight
48977,03 Eclipse
48978,02 Solstice
48979,35. Bronze / 35. Bronze
48980,14. Beige delicat / 14. Delicate beige
48981,25.Beige / 25.beige
48982,23. Beige naturel / 23. Natural beige
48983,04. Porcelaine claire / 04. Light porcelain
48984,10. Ivoire / 10. Ivory
48985,17. Naturel chaud / 17. Warm natural
48986,05. Porcelaine / 05. Porcelain
48987,20. Cr�me / 20. Cream
48988,22. Naturel / 22. Natural
48989,26. Peche / 26. Peach
48990,30. Sable / 30. Sand
48991,33. Noix / 33. Walnut
48992,19. Lin chaud / 19. Warm linen
48993,24. Miel / 24. Honey
48994,59. Ebene / 59. Ebony
48995,48. Mocha / 48. Mocha
48996,Coco
48997,Goji
48998,Kiwi
48999,Charcoal
49000,Charcoal
49001,2. So Shy - Mat
49002,13. Hot flush - Nacr�
49003,16. Heated-  Paillet�
49004,36. First Touch - Mat
49005,31. Love Child - Mat
49006,32. Date Night -  Mat
49007,34. Perfect match - Nacr�
49008,33. I'm in love - Mat
49009,22. Love sick - Mat
49010,06. Flirt it up - Mat
49011,01. Shame on you! - Mat
49012,23. Passionate - Nacr�
49013,27. Charmed - Nacr�
49014,10. Oh my gosh! - Mat
49015,5. Sweet on you! - Mat
